Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Total_Score
11104,6b09861c-712e-46e6-a2a5-72e4b3878767,want,5/19/2021 9:10,photo,Studying,positive,70,,,,
11118,4c009116-c94a-4633-83fb-956565358565,want,4/27/2021 7:18,photo,soccer,positive,70,,,,
11149,4c009116-c94a-4633-83fb-956565358565,want,3/15/2021 23:27,photo,soccer,positive,70,,,,
11152,4c009116-c94a-4633-83fb-956565358565,want,10/13/2020 8:14,photo,soccer,positive,70,,,,
11182,763560f8-e3c4-4dec-a40c-411c22d05c7b,want,4/29/2021 17:32,photo,food,positive,70,,,,
11189,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,12/31/2020 2:03,photo,Animals,positive,70,,,,
11192,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,2/3/2021 8:00,photo,Animals,positive,70,,,,
11198,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,5/27/2021 18:30,photo,Animals,positive,70,,,,
11201,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,1/31/2021 6:04,photo,Animals,positive,70,,,,
11235,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,10/11/2020 7:33,photo,soccer,positive,70,,,,
11240,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,9/23/2020 0:38,photo,soccer,positive,70,,,,
11252,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,8/27/2020 18:53,photo,soccer,positive,70,,,,
11309,09bb0893-a05b-49bc-95ec-1e158577bf13,want,10/30/2020 15:07,photo,healthy eating,positive,70,,,,
11316,09bb0893-a05b-49bc-95ec-1e158577bf13,want,10/7/2020 3:32,photo,healthy eating,positive,70,,,,
11401,28fbf4cf-c354-418c-8672-b7f2fee75b00,want,8/17/2020 1:12,photo,culture,positive,70,,,,
11448,af6c5966-dfe7-460b-9853-62ed9f18aed4,want,4/8/2021 20:24,photo,technology,positive,70,,,,
11470,af6c5966-dfe7-460b-9853-62ed9f18aed4,want,9/6/2020 6:42,photo,technology,positive,70,,,,
11691,4c598198-bd8b-4b86-8440-b8ecba62abe7,want,6/4/2021 23:46,photo,technology,positive,70,,,,
11792,1f0ed2b8-8531-416f-b694-a40a63f378a0,want,7/29/2020 9:57,photo,Animals,positive,70,,,,
11796,1f0ed2b8-8531-416f-b694-a40a63f378a0,want,12/25/2020 12:50,photo,Animals,positive,70,,,,
11866,c0ea9b69-639e-42fe-8aa5-67f46036a17c,want,10/2/2020 1:22,photo,Animals,positive,70,,,,
12239,10baeb43-5bb2-49df-9644-f91a3c77725a,want,6/9/2021 22:15,photo,food,positive,70,,,,
12249,f24f469f-53f1-4901-b6c5-18827ae0a103,want,12/15/2020 17:26,photo,culture,positive,70,,,,
12253,f24f469f-53f1-4901-b6c5-18827ae0a103,want,9/24/2020 1:56,photo,culture,positive,70,,,,
12254,f24f469f-53f1-4901-b6c5-18827ae0a103,want,3/3/2021 23:53,photo,culture,positive,70,,,,
12260,f24f469f-53f1-4901-b6c5-18827ae0a103,want,4/1/2021 0:14,photo,culture,positive,70,,,,
12262,f24f469f-53f1-4901-b6c5-18827ae0a103,want,7/20/2020 19:05,photo,culture,positive,70,,,,
12265,f24f469f-53f1-4901-b6c5-18827ae0a103,want,10/2/2020 4:02,photo,culture,positive,70,,,,
12266,f24f469f-53f1-4901-b6c5-18827ae0a103,want,1/16/2021 15:21,photo,culture,positive,70,,,,
12346,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,want,9/9/2020 5:00,photo,food,positive,70,,,,
12348,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,want,11/20/2020 17:55,photo,food,positive,70,,,,
12448,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,want,9/15/2020 18:08,photo,public speaking,positive,70,,,,
12452,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,want,5/9/2021 14:10,photo,public speaking,positive,70,,,,
12458,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,want,7/10/2020 19:52,photo,public speaking,positive,70,,,,
12464,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,want,10/21/2020 12:00,photo,public speaking,positive,70,,,,
12494,dd5bd710-bb81-464e-a798-0291b385e883,want,11/2/2020 19:33,photo,healthy eating,positive,70,,,,
12497,dd5bd710-bb81-464e-a798-0291b385e883,want,2/27/2021 5:21,photo,healthy eating,positive,70,,,,
12505,dd5bd710-bb81-464e-a798-0291b385e883,want,9/16/2020 17:21,photo,healthy eating,positive,70,,,,
12516,dd5bd710-bb81-464e-a798-0291b385e883,want,5/27/2021 16:52,photo,healthy eating,positive,70,,,,
12679,8204e4bd-c544-4a18-ac0d-6f5289957cdf,want,6/13/2021 0:32,photo,dogs,positive,70,,,,
12728,fd060448-7b3e-4626-b3ca-44bfe764e26f,want,8/11/2020 10:05,photo,cooking,positive,70,,,,
12740,fd060448-7b3e-4626-b3ca-44bfe764e26f,want,3/18/2021 4:51,photo,cooking,positive,70,,,,
12750,fd060448-7b3e-4626-b3ca-44bfe764e26f,want,5/25/2021 7:19,photo,cooking,positive,70,,,,
12763,74c85e37-5017-462e-bee2-2769db7a17c1,want,7/3/2020 0:10,photo,healthy eating,positive,70,,,,
12767,74c85e37-5017-462e-bee2-2769db7a17c1,want,10/23/2020 15:42,photo,healthy eating,positive,70,,,,
12769,74c85e37-5017-462e-bee2-2769db7a17c1,want,4/3/2021 23:44,photo,healthy eating,positive,70,,,,
12783,74c85e37-5017-462e-bee2-2769db7a17c1,want,4/26/2021 13:36,photo,healthy eating,positive,70,,,,
12842,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,want,1/13/2021 8:51,photo,soccer,positive,70,,,,
13101,c82d3a99-3d11-407d-9648-9f9560f40d7f,want,5/11/2021 2:39,photo,travel,positive,70,,,,
13518,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,12/10/2020 5:40,photo,travel,positive,70,,,,
13527,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,9/2/2020 14:41,photo,travel,positive,70,,,,
13532,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,12/19/2020 22:25,photo,travel,positive,70,,,,
13826,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,want,12/1/2020 17:02,photo,soccer,positive,70,,,,
13843,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,want,10/17/2020 8:04,photo,fitness,positive,70,,,,
13853,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,want,1/23/2021 20:46,photo,fitness,positive,70,,,,
13921,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,want,4/26/2021 5:28,photo,travel,positive,70,,,,
13926,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,want,2/26/2021 5:43,photo,travel,positive,70,,,,
13968,41e6d775-b5ca-4d6c-8f50-66ac3c92a300,want,2/12/2021 5:19,photo,veganism,positive,70,,,,
14242,bc604b62-adbc-4c93-a2ae-602160714d1c,want,2/6/2021 22:21,photo,cooking,positive,70,,,,
14296,55d5d3f9-566c-4fcc-b24e-02ca826cce58,want,11/23/2020 2:49,photo,science,positive,70,,,,
14312,55d5d3f9-566c-4fcc-b24e-02ca826cce58,want,2/12/2021 14:23,photo,science,positive,70,,,,
14458,8cabe738-41cd-47e1-82e2-20972f320fb1,want,6/24/2020 22:35,photo,public speaking,positive,70,,,,
14534,e3bb5693-091c-47de-b4b7-78e28b5fbb98,want,5/17/2021 2:22,photo,education,positive,70,,,,
14537,e3bb5693-091c-47de-b4b7-78e28b5fbb98,want,9/18/2020 9:02,photo,education,positive,70,,,,
14724,e1b4a0fe-5069-4765-8170-ef44ab8f102c,want,1/4/2021 21:57,photo,tennis,positive,70,,,,
14811,584211e8-3ca9-41a7-aeea-1d308bda53fd,want,4/22/2021 6:54,photo,Studying,positive,70,,,,
14826,d05568a5-a7bf-4235-9b63-1e2233adf9a8,want,11/1/2020 20:29,photo,technology,positive,70,,,,
14830,d05568a5-a7bf-4235-9b63-1e2233adf9a8,want,8/17/2020 11:03,photo,technology,positive,70,,,,
14876,f8119ef8-1f00-49e4-b468-86dd64042053,want,4/29/2021 9:40,photo,culture,positive,70,,,,
14880,f8119ef8-1f00-49e4-b468-86dd64042053,want,5/29/2021 20:09,photo,culture,positive,70,,,,
14893,f8119ef8-1f00-49e4-b468-86dd64042053,want,5/18/2021 5:54,photo,culture,positive,70,,,,
14896,f8119ef8-1f00-49e4-b468-86dd64042053,want,6/4/2021 12:29,photo,culture,positive,70,,,,
14980,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,want,1/16/2021 18:01,photo,cooking,positive,70,,,,
15084,73ef953a-5bda-4532-bcd5-85a2cb61b803,want,6/20/2020 3:36,photo,Studying,positive,70,,,,
